User;Item;Quantity;RDNR;Date;ScanDate;DeliveryDate
Warehouse_ZGPL;R-342626;1;42283173;2020-07-23 18:29:08;2020-07-28 12:06:00;2020-07-29 06:07:16
Warehouse_ZGPL;R-341769;2;42283565;2020-07-23 19:52:32;2020-07-27 14:12:00;2020-07-28 05:30:14
Warehouse_ZGPL;R-281846;4;42283833;2020-07-23 20:45:26;2020-08-05 13:34:00;2020-08-06 02:46:34
Warehouse_ZGPL;R-302937;2;42284051;2020-07-23 21:24:55;2020-07-27 14:11:00;2020-07-28 05:30:14
Warehouse_Sehnde;R-268222;1;42278807;2020-07-23 00:35:15;2020-07-27 10:07:00;2020-07-27 13:37:40
Warehouse_Sehnde;R-268211;1;42278808;2020-07-23 00:35:15;2020-07-27 09:41:00;2020-07-27 13:38:09
Warehouse_Sehnde;R-139825;1;42278826;2020-07-23 00:56:52;2020-07-27 10:05:00;2020-07-27 14:04:53
Warehouse_Sehnde;R-400759;4;42278920;2020-07-23 05:16:24;2020-07-30 10:01:00;2020-07-30 10:05:50
Warehouse_Sehnde;D-122957;4;42278944;2020-07-23 06:17:19;2020-07-27 07:57:00;2020-07-27 09:51:18
Warehouse_Sehnde;R-188946;2;42278990;2020-07-23 06:55:40;2020-07-27 13:10:00;2020-07-27 12:28:00
Warehouse_Sehnde;0039612;2;42279019;2020-07-23 07:15:44;2020-07-24 13:52:00;2020-07-24 12:12:00
Warehouse_Sehnde;R-155743;1;42279116;2020-07-23 07:56:14;2020-07-30 14:37:00;2020-08-04 10:38:22
Warehouse_Sehnde;R-374427;2;42279117;2020-07-23 07:56:21;2020-07-27 14:52:00;2020-07-23 13:18:00
Warehouse_Sehnde;R-237451;1;42279135;2020-07-23 08:02:24;2020-07-27 15:27:00;2020-07-27 14:05:06
Warehouse_Sehnde;R-166261;1;42279177;2020-07-23 08:13:48;2020-07-29 06:43:00;2020-07-24 15:18:15
Warehouse_Sehnde;R-378805;4;42279205;2020-07-23 08:21:19;2020-07-27 11:54:00;2020-07-27 11:12:13
Warehouse_Sehnde;R-350416;2;42279230;2020-07-23 08:23:12;2020-07-28 14:33:00;2020-07-24 15:18:50
Warehouse_Sehnde;R-243966;2;42279260;2020-07-23 08:30:02;2020-07-24 07:40:00;2020-07-24 07:37:32
Warehouse_Sehnde;R-268172;1;42279294;2020-07-23 08:36:42;2020-07-27 12:54:00;2020-07-27 13:49:30
Warehouse_Sehnde;R-313776;3;42279304;2020-07-23 08:39:05;2020-07-27 08:30:00;2020-07-27 10:09:15
Warehouse_Sehnde;R-371570;2;42279337;2020-07-23 08:45:21;2020-07-29 16:51:00;
Warehouse_Sehnde;R-307382;2;42279338;2020-07-23 08:45:52;2020-07-29 16:28:00;2020-07-30 10:16:08
Warehouse_Sehnde;R-418625;4;42279347;2020-07-23 08:48:34;2020-07-24 13:49:00;2020-07-24 12:12:30
Warehouse_Sehnde;R-394685;4;42279350;2020-07-23 08:49:42;2020-07-27 11:57:00;2020-07-27 11:11:14
Warehouse_Sehnde;R-209426;2;42279366;2020-07-23 08:51:57;2020-08-06 11:31:00;2020-08-06 10:21:20
Warehouse_Sehnde;R-422736;2;42279401;2020-07-23 08:55:53;2020-07-24 11:54:00;2020-07-24 11:53:20
Warehouse_Sehnde;R-240247;4;42279402;2020-07-23 08:56:01;2020-07-24 11:39:00;2020-07-24 12:17:23
Warehouse_Sehnde;R-274922;2;42279439;2020-07-23 09:02:43;2020-07-28 08:30:00;2020-07-28 10:12:56
Warehouse_Sehnde;R-111089;4;42279461;2020-07-23 09:06:43;2020-07-24 14:00:00;2020-07-24 13:30:05
Warehouse_Sehnde;R-264787;2;42279577;2020-07-23 09:23:35;2020-07-24 07:38:00;2020-07-24 07:38:35
Warehouse_Sehnde;R-402368;2;42279586;2020-07-23 09:24:59;2020-07-27 11:39:00;2020-07-27 11:07:55
Warehouse_Sehnde;ALCAR7037;4;42279618;2020-07-23 09:31:09;2020-07-28 07:23:00;2020-07-24 02:03:48
Warehouse_Sehnde;R-249129;2;42279633;2020-07-23 09:33:22;2020-07-27 15:28:00;2020-07-27 13:55:26
Warehouse_Sehnde;R-155716;1;42279699;2020-07-23 09:42:43;2020-07-27 12:54:00;2020-07-27 14:03:31
Warehouse_Sehnde;ARA--MATI75184026427I--Serie;4;42279747;2020-07-23 09:49:26;2020-07-29 14:15:00;2020-07-29 13:09:59
Warehouse_Sehnde;R-216789;4;42279749;2020-07-23 09:49:50;2020-07-24 13:44:00;2020-07-24 12:16:26
Warehouse_Sehnde;R-397289;2;42279796;2020-07-23 09:58:06;2020-07-27 12:02:00;2020-07-27 11:09:32
Warehouse_Sehnde;R-364249;2;42279813;2020-07-23 10:01:12;2020-07-27 11:50:00;2020-07-27 11:08:03
Warehouse_Sehnde;R-241484;2;42279814;2020-07-23 10:01:15;2020-07-24 12:31:00;2020-07-24 12:04:26
Warehouse_Sehnde;R-255296;2;42279817;2020-07-23 10:01:22;2020-07-27 15:38:00;2020-07-28 10:05:50
Warehouse_Sehnde;R-400548;1;42279821;2020-07-23 10:01:42;2020-07-24 10:53:00;2020-07-24 10:17:39
Warehouse_Sehnde;R-279970;2;42279840;2020-07-23 10:05:12;2020-07-28 07:09:00;2020-07-28 10:05:41
Warehouse_Sehnde;ARA--TTH9L8BP50M--Serie;1;42279899;2020-07-23 10:14:17;2020-07-28 12:45:00;2020-07-24 02:03:40
Warehouse_Sehnde;R-282722;4;42279967;2020-07-23 10:21:23;2020-07-24 11:02:00;2020-07-24 10:16:03
Warehouse_Sehnde;R-155711;1;42279987;2020-07-23 10:21:41;2020-07-27 13:04:00;2020-07-27 14:04:38
Warehouse_Sehnde;R-418323;4;42279991;2020-07-23 10:23:09;2020-07-27 12:00:00;2020-07-27 11:06:00
Warehouse_Sehnde;D-115977;1;42280000;2020-07-23 10:24:05;2020-07-24 10:54:00;2020-07-24 10:17:08
Warehouse_Sehnde;R-155743;1;42280007;2020-07-23 10:25:11;2020-07-29 16:25:00;2020-07-31 10:07:23
Warehouse_Sehnde;R-282722;4;42280011;2020-07-23 10:26:01;2020-07-24 11:02:00;2020-07-24 10:19:09
Warehouse_Sehnde;R-128427;1;42280035;2020-07-23 10:30:14;2020-07-29 06:46:00;2020-07-24 15:18:50
Warehouse_Sehnde;R-342404;4;42280071;2020-07-23 10:35:17;2020-07-29 16:39:00;2020-07-30 10:11:56
Warehouse_Sehnde;R-146685;2;42280097;2020-07-23 10:38:55;2020-07-24 13:41:00;2020-07-24 12:20:14
Warehouse_Sehnde;R-433588;2;42280106;2020-07-23 10:39:40;2020-07-27 14:48:00;2020-07-27 08:47:19
Warehouse_Sehnde;R-354175;1;42280129;2020-07-23 10:42:57;2020-07-27 13:05:00;2020-07-27 13:35:25
Warehouse_Sehnde;R-387748;2;42280186;2020-07-23 10:51:33;2020-07-27 11:37:00;2020-07-27 11:13:39
Warehouse_Sehnde;D-120650;2;42280221;2020-07-23 10:56:34;2020-07-24 11:35:00;2020-07-24 12:04:34
Warehouse_Sehnde;R-268209;1;42280228;2020-07-23 10:57:14;2020-07-27 12:53:00;2020-07-27 13:44:03
Warehouse_Sehnde;R-409390;1;42280247;2020-07-23 10:59:28;2020-07-28 09:19:00;2020-07-25 00:04:30
Warehouse_Sehnde;R-418743;2;42280251;2020-07-23 10:59:59;2020-07-28 07:04:00;2020-07-28 10:18:30
Warehouse_Sehnde;R-317824;2;42280284;2020-07-23 11:03:04;2020-07-28 07:06:00;2020-07-28 10:18:21
Warehouse_Sehnde;R-280999;4;42280298;2020-07-23 11:04:37;2020-07-24 08:52:00;2020-07-24 10:16:54
Warehouse_Sehnde;R-305690;2;42280365;2020-07-23 11:14:07;2020-07-24 14:11:00;2020-07-24 13:15:27
Warehouse_Sehnde;R-287882;2;42280375;2020-07-23 11:15:37;2020-07-27 13:54:00;2020-07-27 12:29:14
Warehouse_Sehnde;R-336741;4;42280489;2020-07-23 11:31:37;2020-07-24 12:48:00;2020-07-24 12:03:46
Warehouse_Sehnde;R-333967;2;42280546;2020-07-23 11:38:03;2020-07-28 12:39:00;2020-07-28 12:25:50
Warehouse_Sehnde;R-333889;4;42280565;2020-07-23 11:41:27;2020-07-28 12:40:00;2020-07-28 12:25:58
Warehouse_Sehnde;R-393467;2;42280590;2020-07-23 11:44:20;2020-07-29 15:30:00;2020-07-29 14:19:50
Warehouse_Sehnde;R-149825;1;42280644;2020-07-23 11:54:30;2020-07-24 11:37:00;2020-07-24 12:17:23
Warehouse_Sehnde;R-399697;1;42280656;2020-07-23 11:56:20;2020-07-28 06:46:00;2020-07-28 10:05:44
Warehouse_Sehnde;R-352050;4;42280662;2020-07-23 11:56:55;2020-07-28 12:36:00;2020-07-28 12:25:50
Warehouse_Sehnde;D-122160;1;42280759;2020-07-23 12:14:14;2020-07-27 11:40:00;2020-07-27 14:03:22
Warehouse_Sehnde;R-392206;4;42280791;2020-07-23 12:19:19;2020-08-04 08:18:00;2020-08-04 09:53:58
Warehouse_Sehnde;ARA--C226564510GG--Z46;4;42280816;2020-07-23 12:21:48;2020-07-28 07:21:00;2020-07-28 11:52:55
Warehouse_Sehnde;R-366452;2;42280894;2020-07-23 12:31:05;2020-07-24 10:49:00;2020-07-24 10:17:55
Warehouse_Sehnde;R-377985;4;42280907;2020-07-23 12:33:09;2020-07-24 13:43:00;2020-07-24 12:13:46
Warehouse_Sehnde;R-216789;4;42280933;2020-07-23 12:38:00;2020-07-24 13:48:00;2020-07-24 12:12:22
Warehouse_Sehnde;R-363378;2;42280959;2020-07-23 12:41:19;2020-07-27 13:52:00;2020-07-27 12:22:58
Warehouse_Sehnde;R-364685;1;42281018;2020-07-23 12:52:46;2020-07-29 07:45:00;2020-07-23 17:51:54
Warehouse_Sehnde;R-128427;1;42281019;2020-07-23 12:53:13;2020-07-29 06:51:00;2020-07-24 15:18:48
Warehouse_Sehnde;R-336741;4;42281070;2020-07-23 13:02:00;2020-07-24 13:05:00;2020-07-24 12:04:32
Warehouse_Sehnde;R-349022;2;42281078;2020-07-23 13:03:02;2020-07-24 08:12:00;2020-07-24 10:18:45
Warehouse_Sehnde;R-368748;1;42281100;2020-07-23 13:06:00;2020-08-06 11:24:00;2020-08-06 10:21:43
Warehouse_Sehnde;R-398112;4;42281130;2020-07-23 13:13:22;2020-07-24 08:58:00;2020-07-24 10:20:35
Warehouse_Sehnde;R-255296;4;42281136;2020-07-23 13:14:33;2020-07-28 10:35:00;2020-07-28 10:20:35
Warehouse_Sehnde;R-392254;4;42281138;2020-07-23 13:15:06;2020-07-27 15:34:00;2020-07-28 10:05:51
Warehouse_Sehnde;R-268182;1;42281169;2020-07-23 13:18:04;2020-07-29 16:26:00;2020-07-30 10:17:10
Warehouse_Sehnde;R-146265;4;42281188;2020-07-23 13:20:26;2020-07-29 10:00:00;2020-07-24 09:37:01
Warehouse_Sehnde;R-334168;4;42281221;2020-07-23 13:25:06;2020-07-28 11:52:00;2020-07-28 12:33:28
Warehouse_Sehnde;R-111089;4;42281286;2020-07-23 13:35:57;2020-07-24 14:00:00;2020-07-24 13:48:10
Warehouse_Sehnde;R-146685;2;42281289;2020-07-23 13:36:19;2020-07-24 13:41:00;2020-07-24 12:13:51
Warehouse_Sehnde;R-190416;2;42281319;2020-07-23 13:39:48;2020-07-28 06:18:00;2020-07-28 12:52:48
Warehouse_Sehnde;R-342579;2;42281321;2020-07-23 13:39:48;2020-07-28 06:27:00;2020-07-28 12:56:19
Warehouse_Sehnde;R-276375;2;42281350;2020-07-23 13:46:02;2020-07-27 15:24:00;2020-07-27 14:05:17
Warehouse_Sehnde;R-268187;1;42281372;2020-07-23 13:49:40;2020-08-04 07:23:00;2020-08-04 10:38:15
Warehouse_Sehnde;R-273989;5;42281397;2020-07-23 13:53:31;2020-07-24 10:12:00;2020-07-24 10:13:08
Warehouse_Sehnde;862100;2;42281424;2020-07-23 13:57:28;2020-07-29 13:42:00;2020-07-29 03:05:51
Warehouse_Sehnde;R-341432;4;42281433;2020-07-23 14:00:16;2020-07-24 07:27:00;2020-07-24 07:41:43
Warehouse_Sehnde;R-379920;2;42281446;2020-07-23 14:01:28;2020-07-24 10:17:00;2020-07-24 10:18:39
Warehouse_Sehnde;R-319864;2;42281488;2020-07-23 14:10:26;2020-07-24 06:59:00;2020-08-04 10:16:55
Warehouse_Sehnde;R-124470;1;42281526;2020-07-23 14:17:51;2020-07-27 13:19:00;2020-07-24 17:50:47
Warehouse_Sehnde;R-368749;2;42281533;2020-07-23 14:19:02;2020-07-27 15:22:00;2020-07-27 14:05:26
Warehouse_Sehnde;R-268207;1;42281580;2020-07-23 14:21:38;2020-07-29 16:18:00;2020-07-30 10:20:23
Warehouse_Sehnde;R-127374;1;42281628;2020-07-23 14:32:36;2020-07-27 13:15:00;2020-07-24 17:51:02
Warehouse_Sehnde;R-127368;1;42281652;2020-07-23 14:36:58;2020-07-27 13:17:00;2020-07-24 17:50:49
Warehouse_Sehnde;R-252883;4;42281666;2020-07-23 14:38:47;2020-07-28 10:01:00;2020-07-28 10:20:22
Warehouse_Sehnde;R-276719;2;42281687;2020-07-23 14:42:44;2020-07-24 14:15:00;2020-07-24 13:35:59
Warehouse_Sehnde;R-364303;2;42281695;2020-07-23 14:43:18;2020-08-06 11:27:00;2020-08-06 10:24:21
Warehouse_Sehnde;R-415323;1;42281710;2020-07-23 14:45:58;2020-07-27 11:16:00;2020-07-24 18:20:26
Warehouse_Sehnde;R-133446;4;42281730;2020-07-23 14:48:55;2020-07-24 07:55:00;2020-07-24 07:36:20
Warehouse_Sehnde;R-339169;2;42281749;2020-07-23 14:53:46;2020-07-29 11:54:00;2020-07-29 11:15:11
Warehouse_Sehnde;R-418919;4;42281754;2020-07-23 14:54:41;2020-07-28 09:39:00;2020-07-25 00:05:02
Warehouse_Sehnde;R-268193;1;42281771;2020-07-23 14:57:19;2020-07-29 16:19:00;2020-07-30 10:15:25
Warehouse_Sehnde;R-253975;4;42281774;2020-07-23 14:57:35;2020-07-27 15:38:00;2020-07-28 10:17:37
Warehouse_Sehnde;ARA--DC6HI38HBX--49379;4;42281819;2020-07-23 15:03:57;2020-07-28 12:07:00;2020-07-28 12:40:57
Warehouse_Sehnde;R-421393;1;42281845;2020-07-23 15:08:21;2020-07-27 13:12:00;2020-07-24 14:05:33
Warehouse_Sehnde;R-390241;1;42281922;2020-07-23 15:21:19;2020-07-27 14:53:00;2020-07-27 14:05:32
Warehouse_Sehnde;R-342400;2;42281980;2020-07-23 15:28:40;2020-07-29 16:38:00;2020-07-30 10:12:05
Warehouse_Sehnde;R-377887;1;42282023;2020-07-23 15:35:11;2020-07-27 15:13:00;2020-07-28 10:56:07
Warehouse_Sehnde;R-182886;2;42282027;2020-07-23 15:36:44;2020-07-30 12:36:00;2020-07-29 15:07:25
Warehouse_Sehnde;R-188702;2;42282028;2020-07-23 15:36:44;2020-08-06 07:47:00;2020-08-03 15:07:35
Warehouse_Sehnde;R-415493;4;42282114;2020-07-23 15:52:12;2020-07-27 14:22:00;2020-07-27 14:07:57
Warehouse_Sehnde;R-248488;1;42282119;2020-07-23 15:52:22;2020-07-29 13:24:00;2020-07-27 10:18:50
Warehouse_Sehnde;R-278385;2;42282135;2020-07-23 15:55:54;2020-07-28 08:25:00;2020-07-28 10:13:11
Warehouse_Sehnde;R-380857;1;42282140;2020-07-23 15:56:58;2020-07-28 11:17:00;2020-07-28 11:53:07
Warehouse_Sehnde;R-395100;2;42282219;2020-07-23 16:07:48;2020-07-28 10:43:00;2020-07-28 10:06:37
Warehouse_Sehnde;R-364291;4;42282250;2020-07-23 16:13:27;2020-07-27 14:03:00;2020-07-27 12:21:36
Warehouse_Sehnde;R-402155;4;42282254;2020-07-23 16:14:22;2020-07-27 13:48:00;2020-07-27 12:23:06
Warehouse_Sehnde;R-380823;1;42282275;2020-07-23 16:17:37;2020-07-27 07:59:00;2020-07-24 12:10:59
Warehouse_Sehnde;R-377635;4;42282282;2020-07-23 16:18:33;2020-08-06 10:32:00;2020-08-06 10:04:11
Warehouse_Sehnde;R-354831;2;42282304;2020-07-23 16:21:10;2020-07-27 13:51:00;2020-07-27 12:23:09
Warehouse_Sehnde;R-268157;1;42282338;2020-07-23 16:26:29;2020-07-27 11:38:00;2020-07-27 14:03:31
Warehouse_Sehnde;ARA--BO496474--5266;4;42282348;2020-07-23 16:27:05;2020-07-28 12:08:00;2020-07-28 12:42:16
Warehouse_Sehnde;R-268166;1;42282370;2020-07-23 16:28:41;2020-07-29 16:17:00;2020-07-30 10:21:50
Warehouse_Sehnde;R-407546;4;42282381;2020-07-23 16:30:12;2020-07-27 14:43:00;2020-07-27 14:05:36
Warehouse_Sehnde;R-397286;4;42282401;2020-07-23 16:31:54;2020-07-29 14:36:00;2020-07-29 14:22:14
Warehouse_Sehnde;R-379672;4;42282405;2020-07-23 16:33:05;2020-07-24 08:34:00;2020-07-24 10:17:09
Warehouse_Sehnde;R-270006;2;42282465;2020-07-23 16:46:41;2020-07-27 07:39:00;2020-07-24 12:10:56
Warehouse_Sehnde;R-227811;1;42282538;2020-07-23 16:52:02;2020-07-27 11:39:00;2020-07-27 13:58:13
Warehouse_Sehnde;R-363519;1;42282540;2020-07-23 16:52:02;2020-07-27 11:37:00;2020-07-27 14:03:31
Warehouse_Sehnde;R-334665;4;42282557;2020-07-23 16:55:37;2020-07-28 09:32:00;2020-07-28 10:04:10
Warehouse_Sehnde;R-402368;4;42282610;2020-07-23 17:02:10;2020-07-27 13:58:00;2020-07-27 12:21:44
Warehouse_Sehnde;R-293228;4;42282620;2020-07-23 17:02:53;2020-07-28 13:55:00;2020-07-23 17:07:25
Warehouse_Sehnde;D-109556;4;42282644;2020-07-23 17:06:44;2020-07-28 08:09:00;2020-07-28 10:13:13
Warehouse_Sehnde;R-281120;2;42282639;2020-07-23 17:06:53;2020-07-28 10:46:00;2020-07-28 10:19:33
Warehouse_Sehnde;R-367490;2;42282651;2020-07-23 17:07:41;2020-07-27 13:56:00;2020-07-27 12:21:57
Warehouse_Sehnde;R-253038;4;42282676;2020-07-23 17:11:46;2020-07-28 08:02:00;2020-07-28 10:17:32
Warehouse_Sehnde;R-364277;2;42282683;2020-07-23 17:12:58;2020-07-28 14:39:00;2020-07-28 13:54:11
Warehouse_Sehnde;R-139861;1;42282705;2020-07-23 17:16:50;2020-07-29 16:20:00;2020-07-30 10:19:06
Warehouse_Sehnde;R-240871;2;42282789;2020-07-23 17:31:12;2020-07-28 10:04:00;2020-07-28 10:20:08
Warehouse_Sehnde;R-341197;2;42282812;2020-07-23 17:34:31;2020-07-28 11:56:00;2020-07-28 12:03:59
Warehouse_Sehnde;R-268108;1;42282883;2020-07-23 17:45:12;2020-07-29 08:17:00;2020-07-29 14:08:17
Warehouse_Sehnde;R-377571;2;42282889;2020-07-23 17:45:43;2020-07-28 12:46:00;2020-07-28 12:46:21
Warehouse_Sehnde;R-273887;4;42283013;2020-07-23 18:06:39;2020-07-27 14:31:00;2020-07-27 14:05:52
Warehouse_Sehnde;R-253975;2;42283015;2020-07-23 18:07:16;2020-07-28 11:58:00;2020-07-28 12:03:59
Warehouse_Sehnde;R-251775;1;42283027;2020-07-23 18:10:05;2020-07-29 13:28:00;2020-07-27 10:18:50
Warehouse_Sehnde;R-423026;4;42283040;2020-07-23 18:11:12;2020-07-28 11:30:00;2020-07-29 17:03:51
Warehouse_Sehnde;R-303584;4;42283058;2020-07-23 18:13:41;2020-07-28 08:46:00;2020-07-24 16:10:34
Warehouse_Sehnde;R-155745;1;42283131;2020-07-23 18:21:38;2020-07-27 11:39:00;2020-07-27 14:03:22
Warehouse_Sehnde;R-193884;4;42283100;2020-07-23 18:21:47;2020-07-27 14:48:00;2020-07-27 14:04:06
Warehouse_Sehnde;R-234496;1;42283197;2020-07-23 18:35:28;2020-07-28 11:43:00;2020-07-28 12:03:34
Warehouse_Sehnde;R-333943;2;42283205;2020-07-23 18:36:57;2020-07-29 12:36:00;2020-07-29 12:04:12
Warehouse_Sehnde;R-268157;1;42283212;2020-07-23 18:38:43;2020-07-27 11:39:00;2020-07-27 13:43:36
Warehouse_Sehnde;R-227811;1;42283213;2020-07-23 18:38:43;2020-07-27 11:37:00;2020-07-27 13:36:11
Warehouse_Sehnde;R-152591;1;42283223;2020-07-23 18:40:35;2020-07-30 11:56:00;2020-07-30 00:04:22
Warehouse_Sehnde;R-268102;1;42283235;2020-07-23 18:43:19;2020-08-04 13:13:00;2020-08-04 12:53:38
Warehouse_Sehnde;R-412864;1;42283256;2020-07-23 18:49:11;2020-07-28 12:47:00;2020-07-28 12:25:57
Warehouse_Sehnde;R-369006;2;42283268;2020-07-23 18:51:05;2020-07-28 13:04:00;2020-07-28 12:18:37
Warehouse_Sehnde;R-392226;2;42283269;2020-07-23 18:51:05;2020-07-28 12:48:00;2020-07-28 12:23:33
Warehouse_Sehnde;R-303469;1;42283275;2020-07-23 18:51:56;2020-07-27 11:37:00;2020-07-27 14:03:31
Warehouse_Sehnde;R-233958;2;42283279;2020-07-23 18:52:13;2020-07-28 08:21:00;2020-07-28 10:13:05
Warehouse_Sehnde;R-402573;4;42283318;2020-07-23 18:59:04;2020-07-28 12:55:00;2020-07-28 12:22:50
Warehouse_Sehnde;R-364730;1;42283370;2020-07-23 19:11:28;2020-07-28 12:44:00;2020-07-28 12:27:17
Warehouse_Sehnde;R-268201;1;42283462;2020-07-23 19:25:36;2020-07-27 11:41:00;2020-07-27 13:53:43
Warehouse_Sehnde;R-254100;4;42283476;2020-07-23 19:30:34;2020-07-28 11:44:00;2020-07-28 12:04:48
Warehouse_Sehnde;R-317482;4;42283487;2020-07-23 19:33:21;2020-07-28 15:10:00;2020-07-29 07:14:56
Warehouse_Sehnde;R-222078;4;42283641;2020-07-23 20:07:18;2020-07-28 11:28:00;2020-07-28 12:03:46
Warehouse_Sehnde;R-393294;1;42283681;2020-07-23 20:17:51;2020-07-29 13:14:00;2020-07-27 10:27:35
Warehouse_Sehnde;R-282722;2;42283728;2020-07-23 20:21:39;2020-07-28 11:27:00;2020-07-28 12:04:42
Warehouse_Sehnde;R-155695;1;42283762;2020-07-23 20:27:00;2020-07-27 11:40:00;2020-07-27 14:03:23
Warehouse_Sehnde;R-383173;1;42283788;2020-07-23 20:32:27;2020-07-29 07:20:00;2020-07-29 07:16:20
Warehouse_Sehnde;R-340379;4;42283853;2020-07-23 20:49:28;2020-07-28 11:56:00;2020-07-28 12:34:37
Warehouse_Sehnde;R-253975;2;42283863;2020-07-23 20:50:39;2020-07-28 11:57:00;2020-07-28 12:04:35
Warehouse_Sehnde;R-251420;1;42283923;2020-07-23 21:02:04;2020-07-27 12:07:00;2020-07-27 11:06:01
Warehouse_Sehnde;ARA--X6516475102218--Serie;4;42283964;2020-07-23 21:11:11;2020-07-28 10:59:00;2020-07-24 14:56:00
Warehouse_Sehnde;R-273413;4;42283970;2020-07-23 21:12:17;2020-07-29 09:56:00;2020-07-24 09:36:35
Warehouse_Sehnde;R-282695;4;42284050;2020-07-23 21:24:50;2020-07-28 10:57:00;2020-07-28 10:06:25
Warehouse_Sehnde;R-365170;4;42284063;2020-07-23 21:26:49;2020-07-28 15:12:00;2020-07-28 14:55:52
Warehouse_Sehnde;R-402609;4;42284081;2020-07-23 21:29:51;2020-07-28 13:01:00;2020-07-28 12:18:46
Warehouse_Sehnde;R-257847;2;42284083;2020-07-23 21:30:14;2020-07-28 06:00:00;2020-07-28 12:53:56
Warehouse_Sehnde;R-257848;2;42284084;2020-07-23 21:30:14;2020-07-28 06:03:00;2020-07-28 12:53:53
Warehouse_Sehnde;R-402664;2;42284093;2020-07-23 21:31:55;2020-07-28 07:43:00;2020-07-28 10:05:34
Warehouse_Sehnde;R-389251;2;42284160;2020-07-23 21:47:41;2020-07-27 08:10:00;2020-07-25 00:04:56
Warehouse_Sehnde;R-375960;2;42284161;2020-07-23 21:47:41;2020-07-30 09:48:00;2020-07-28 00:04:28
Warehouse_Sehnde;R-367095;4;42284176;2020-07-23 21:52:42;2020-07-28 07:37:00;2020-07-28 10:16:34
Warehouse_Sehnde;R-300285;2;42284196;2020-07-23 21:55:46;2020-07-28 07:45:00;2020-07-28 10:05:35
