User;Item;Quantity;RDNR;Date;ScanDate;DeliveryDate
Warehouse_Sehnde;R-403823;2;42284244;2020-07-23 22:09:29;2020-07-28 10:45:00;2020-07-28 10:06:53
Warehouse_Sehnde;R-234107;4;42284290;2020-07-23 22:20:26;2020-07-28 15:14:00;2020-07-28 14:54:10
Warehouse_Sehnde;R-363519;1;42284307;2020-07-23 22:21:39;2020-07-29 07:03:00;2020-07-29 14:07:10
Warehouse_Sehnde;R-268221;1;42284326;2020-07-23 22:21:39;2020-07-29 07:38:00;2020-07-29 14:06:27
Warehouse_Sehnde;R-378805;4;42284301;2020-07-23 22:21:47;2020-07-27 10:44:00;2020-07-27 10:41:01
Warehouse_Sehnde;R-377666;2;42284329;2020-07-23 22:22:42;2020-07-28 10:40:00;2020-07-28 10:19:57
Warehouse_Sehnde;D-123648;2;42284379;2020-07-23 22:39:14;2020-07-27 14:35:00;2020-07-27 14:03:49
Warehouse_Sehnde;D-123372;2;42284380;2020-07-23 22:39:29;2020-07-28 07:40:00;2020-07-28 10:16:37
Warehouse_Sehnde;R-393257;2;42284393;2020-07-23 22:42:58;2020-07-28 07:48:00;2020-07-28 10:16:27
Warehouse_Sehnde;D-123425;4;42284408;2020-07-23 22:48:44;2020-07-28 11:25:00;2020-07-28 12:04:58
Warehouse_Sehnde;R-268172;1;42284423;2020-07-23 22:52:02;2020-07-27 11:40:00;2020-07-27 13:56:53
Warehouse_Sehnde;R-252883;4;42284449;2020-07-23 23:01:10;2020-07-28 10:00:00;2020-07-28 10:20:21
Warehouse_Sehnde;R-247051;4;42284532;2020-07-23 23:24:01;2020-07-28 08:38:00;2020-07-28 10:11:11
Warehouse_Sehnde;R-254006;1;42284541;2020-07-23 23:28:19;2020-07-29 13:15:00;2020-07-27 10:18:49
Warehouse_Sehnde;R-380355;1;42284547;2020-07-23 23:34:01;2020-07-27 13:16:00;2020-07-24 17:51:17
Warehouse_Sehnde;R-139915;1;42284549;2020-07-23 23:34:16;2020-07-30 11:04:00;2020-07-30 11:27:16
Warehouse_Sehnde;R-326616;2;42284559;2020-07-23 23:42:13;2020-07-28 13:40:00;2020-07-28 12:42:00
Warehouse_Sehnde;R-237726;2;42284580;2020-07-23 23:55:06;2020-07-27 14:18:00;2020-07-27 13:34:50
Warehouse_Sehnde;R-367786;6;42284586;2020-07-23 23:56:18;2020-07-27 12:06:00;2020-07-27 11:06:02
